場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(H00011)桃園縣蘆竹鄉新興段706地號(現為新福段850地號),農地,,桃園市蘆竹區新興段706地號,"1,500平方公尺",公告解除控制場址,鉻;銅,-無資料-,121.26752801944,24.996982665404
(H00012)桃園縣蘆竹鄉福興段32-5地號(現為新福段566地號),農地,,桃園市蘆竹區福興段32-5地號,800平方公尺,公告解除控制場址,鉻;銅,-無資料-,121.26701083172,24.996035620536
(H00013)桃園縣蘆竹鄉福興段25地號(現為新福段277地號),農地,,桃園市蘆竹區福興段25地號,"2,400平方公尺",公告解除控制場址,鉻;銅,-無資料-,121.26587718462,24.998637807748
(H00014)桃園縣蘆竹鄉福興段25-4地號(現為新福段537地號),農地,,桃園市蘆竹區福興段25-4地號,"2,400平方公尺",公告解除控制場址,鉻;銅,-無資料-,121.26682522148,24.997245748863
(H00016)桃園縣蘆竹鄉福興段102-4地號(文中段108地號),農地,,桃園市蘆竹區福興段102-4地號,"2,962平方公尺",公告解除控制場址,鉻:387(mg/Kg),-無資料-,121.2661924353,24.993220249267
(H00017)桃園市蘆竹區大竹圍段187-9地號(現為竹中段33地號),農地,,桃園市蘆竹區大竹圍段187-9地號(現為竹中段33地號),665平方公尺,公告解除控制場址,銅:1210(mg/Kg),-無資料-,121.25034090003,25.026688641595
(H00018)桃園縣蘆竹鄉大竹圍段187-7地號(現為竹中段28地號),農地,,桃園市蘆竹區大竹圍段187-7地號,"1,168平方公尺",公告解除控制場址,銅,-無資料-,121.2502522507,25.026950611403
(H00019)桃園縣蘆竹鄉大竹圍段187-8地號(現為竹中段32地號),農地,,桃園市蘆竹區大竹圍段187-8地號(現為竹中段32地號),606平方公尺,公告解除控制場址,銅,-無資料-,121.25030148409,25.026797047505
(H00020)桃園縣蘆竹鄉大竹圍段178-31地號(部分區域)(現為宏竹段769地號),農地,,桃園市蘆竹區大竹圍段178-31地號(部分區域),"4,306平方公尺",公告解除控制場址,銅:1190(mg/Kg),-無資料-,121.24902064754,25.030428572451
(H00021)桃園縣蘆竹鄉新庄子段59-5地號(現為新中段270地號),農地,桃園市蘆竹區新庄子段59-5地號,桃園市蘆竹區新庄子段59-5地號,698平方公尺,公告解除控制場址,鎘,-無資料-,121.25388308485,25.019333599813
(H00022)桃園縣蘆竹鄉新庄子段1934地號,農地,桃園市蘆竹區新庄子段1934地號,桃園市蘆竹區新庄子段1934地號,660平方公尺,公告解除控制場址,銅:220.61(mg/Kg),-無資料-,121.25013329771,25.022039417865
(H00023)桃園縣蘆竹鄉新庄子段1965地號(原桃園縣蘆竹鄉新庄子段1966地號),農地,桃園市蘆竹區新庄子段1965地號(原桃園市蘆竹區新庄子段1966地號),桃園市蘆竹區新庄子段1965地號(原桃園市蘆竹區新庄子段1966地號),"3,500平方公尺",公告解除控制場址,銅:871(mg/Kg),-無資料-,121.24883586014,25.022330500751
(H00024)桃園縣蘆竹鄉新庄子段1965地號,農地,桃園市蘆竹區新庄子段1965地號,桃園市蘆竹區新庄子段1965地號,700平方公尺,公告解除控制場址,銅:316(mg/Kg),-無資料-,121.24897428878,25.022185816179
(H00025)蘆竹鄉新庄子段1964地號,農地,蘆竹區新庄子段1964地號,蘆竹區新庄子段1964地號,"2,967平方公尺",公告解除控制場址,銅,-無資料-,121.24905295609,25.021887750488
(H00026)桃園縣蘆竹鄉新庄子段1962地號,農地,桃園市蘆竹區新庄子段1962地號,桃園市蘆竹區新庄子段1962地號,"1,697平方公尺",公告解除控制場址,銅:506.05(mg/Kg),-無資料-,121.2493496833,25.021625432381
(H00027)桃園縣蘆竹鄉中興段724地號(原桃園縣蘆竹鄉中興段726地號),農地,桃園市蘆竹區中興段724地號(原桃園市蘆竹區中興段726地號),桃園市蘆竹區中興段724地號(原桃園市蘆竹區中興段726地號),"1,662平方公尺",公告解除控制場址,銅:232(mg/Kg),-無資料-,121.24905229963,25.016651335179
(H00028)桃園縣蘆竹鄉中興段726-1地號,農地,,桃園市蘆竹區中興段726-1地號,"1,137平方公尺",公告解除控制場址,銅:313.46(mg/Kg),-無資料-,121.24909169529,25.016533901192
(H00029)桃園縣蘆竹鄉中興段727地號,農地,,桃園市蘆竹區中興段727地號,"1,081平方公尺",公告解除控制場址,銅,-無資料-,121.2491112929,25.016425528671
(H00030)桃園縣蘆竹鄉中興段729地號(部分區域),農地,,桃園市蘆竹區中興段729地號(部分區域),772平方公尺,公告解除控制場址,銅:256.57(mg/Kg),-無資料-,121.24925954984,25.016244714063
(H00031)桃園縣蘆竹鄉中興段730地號(部分區域),農地,,桃園市蘆竹區中興段730地號(部分區域),996平方公尺,公告解除控制場址,銅:257(mg/Kg),-無資料-,121.2493186337,25.016064048851
(H00032)桃園縣蘆竹鄉中興段653地號,農地,,桃園市蘆竹區中興段653地號,"2,450平方公尺",公告解除控制場址,銅,-無資料-,121.25030931255,25.01599918631
(H00033)桃園縣蘆竹鄉中興段653-1地號(原桃園縣蘆竹鄉中興段654地號),農地,桃園市蘆竹區中興段653-1地號(原桃園市蘆竹區中興段654地號),桃園市蘆竹區中興段653-1地號(原桃園市蘆竹區中興段654地號),"1,430平方公尺",公告解除控制場址,銅,-無資料-,121.25026011995,25.016170806953
(H00034)桃園縣蘆竹鄉中興段728地號,農地,,桃園市蘆竹區中興段728地號,"1,940平方公尺",公告解除控制場址,銅,-無資料-,121.249150652,25.016290038111
(H00035)桃園縣蘆竹鄉中興段737地號,農地,,桃園市蘆竹區中興段737地號,"1,205平方公尺",公告解除控制場址,銅,-無資料-,121.24811028452,25.016282749402
(H00036)桃園縣蘆竹鄉中興段738地號,農地,,桃園市蘆竹區中興段738地號,"1,870平方公尺",公告解除控制場址,銅,-無資料-,121.24807096056,25.016436296251
(H00037)桃園縣蘆竹鄉中興段741地號,農地,,桃園市蘆竹區中興段741地號,"1,007平方公尺",公告解除控制場址,銅:650.92(mg/Kg),-無資料-,121.24791355498,25.016996313855
(H00038)桃園縣蘆竹鄉中興段742地號,農地,,桃園市蘆竹區中興段742地號,"1,870平方公尺",公告解除控制場址,銅,-無資料-,121.24787421243,25.017140832363
(H00039)桃園縣蘆竹鄉中興段753-3地號,農地,,桃園市蘆竹區中興段753-3地號,527平方公尺,公告解除控制場址,銅:169(mg/Kg),-無資料-,121.24763456949,25.016220344261
(H00040)桃園縣蘆竹鄉中興段869-1地號,農地,,桃園市蘆竹區中興段869-1地號,"1,577平方公尺",公告解除控制場址,銅:812.54(mg/Kg),-無資料-,121.25090920933,25.013786239632
(H00041)桃園縣蘆竹鄉中興段867地號,農地,,桃園市蘆竹區中興段867地號,"1,940平方公尺",公告解除控制場址,銅:837.19(mg/Kg),-無資料-,121.25081090072,25.014165594487
(H00042)桃園縣蘆竹鄉中興段866地號,農地,,桃園市蘆竹區中興段866地號,"1,940平方公尺",公告解除控制場址,銅:729.97(mg/Kg),-無資料-,121.25075180159,25.014337232036
(H00043)桃園縣蘆竹鄉中興段844地號,農地,,桃園市蘆竹區中興段844地號,"1,024平方公尺",公告解除控制場址,銅,-無資料-,121.24985899161,25.01379703627
(H00044)桃園縣蘆竹鄉中興段845地號,農地,,桃園市蘆竹區中興段845地號,"2,116平方公尺",公告解除控制場址,銅:235(mg/Kg),-無資料-,121.24981965233,25.013941555329
(H00045)桃園縣蘆竹鄉中興段846-1地號,農地,,桃園市蘆竹區中興段846-1地號,882平方公尺,公告解除控制場址,銅:817(mg/Kg),-無資料-,121.24978029469,25.014077046097
(H00046)桃園縣蘆竹鄉中興段843地號,農地,,桃園市蘆竹區中興段843地號,"2,624平方公尺",公告解除控制場址,銅,-無資料-,121.24990818386,25.013625415707
(H00047)桃園縣蘆竹鄉中興段579地號,農地,,桃園市蘆竹區中興段579地號,"1,753平方公尺",公告解除控制場址,銅,-無資料-,121.25108403276,25.01692779573
(H00048)桃園縣蘆竹鄉中興段578地號,農地,,桃園市蘆竹區中興段578地號,"2,378平方公尺",公告解除控制場址,銅,-無資料-,121.25113318778,25.016738118287
(H00049)桃園縣蘆竹鄉中興段577地號,農地,,桃園市蘆竹區中興段577地號,"1,455平方公尺",公告解除控制場址,銅:483(mg/Kg),-無資料-,121.25145991677,25.016620198117
(H00050)桃園縣蘆竹鄉中興段576地號,農地,,桃園市蘆竹區中興段576地號,"1,470平方公尺",公告解除控制場址,銅,-無資料-,121.25123158923,25.01640390472
(H00051)桃園縣蘆竹鄉中興段575地號,農地,,桃園市蘆竹區中興段575地號,"2,350平方公尺",公告解除控制場址,銅,-無資料-,121.2512807622,25.016223255495
(H00052)桃園縣蘆竹鄉中興段534地號,農地,,桃園市蘆竹區中興段534地號,800平方公尺,公告解除控制場址,銅,-無資料-,121.25289021738,25.018342178571
(H00053)桃園縣蘆竹鄉中興段535地號,農地,,桃園市蘆竹區中興段535地號,800平方公尺,公告解除控制場址,銅,-無資料-,121.25299874556,25.01811628635
(H00054)桃園縣蘆竹鄉中興段536地號,農地,,桃園市蘆竹區中興段536地號,800平方公尺,公告解除控制場址,銅,-無資料-,121.25308754946,25.01793556914
(H00055)桃園縣蘆竹鄉中興段587地號,農地,,桃園市蘆竹區中興段587地號,"2,200平方公尺",公告解除控制場址,銅,-無資料-,121.25070038382,25.018291717198
(H00056)桃園縣蘆竹鄉中興段588地號,農地,,桃園市蘆竹區中興段588地號,"2,523平方公尺",公告解除控制場址,鉻:352.69(mg/Kg);銅:3210(mg/Kg);鋅:605.85(mg/Kg),-無資料-,121.25064135594,25.018499467718
(H00057)桃園縣蘆竹鄉中興段589地號,農地,,桃園市蘆竹區中興段589地號,"2,578平方公尺",公告解除控制場址,銅:418(mg/Kg),-無資料-,121.25057256618,25.018779461094
(H00058)桃園縣蘆竹鄉中興段590地號(部分區域),農地,,桃園市蘆竹區中興段590地號(部分區域),"1,705平方公尺",公告解除控制場址,銅:528.03(mg/Kg);鋅:144.91(mg/Kg),-無資料-,121.25088043868,25.019131045768
(H00059)桃園縣蘆竹鄉中興段592地號(部分區域),農地,,桃園市蘆竹區中興段592地號(部分區域),190平方公尺,公告解除控制場址,銅:1040(mg/Kg),-無資料-,121.25045428953,25.019086622711
(H00060)桃園縣蘆竹鄉中興段594地號,農地,,桃園市蘆竹區中興段594地號,"1,404平方公尺",公告解除控制場址,銅,-無資料-,121.25029634233,25.019375794406
(H00061)桃園縣蘆竹鄉中興段595地號,農地,,桃園市蘆竹區中興段595地號,"1,120平方公尺",公告解除控制場址,銅,-無資料-,121.25018769831,25.019547515029
(H00062)桃園縣蘆竹鄉中興段674地號,農地,,桃園市蘆竹區中興段674地號,725平方公尺,公告解除控制場址,銅:677.7(mg/Kg);鋅:192.26(mg/Kg),-無資料-,121.24964250173,25.019431063503
(H00063)桃園縣蘆竹鄉中興段677地號,農地,,桃園市蘆竹區中興段677地號,"1,483平方公尺",公告解除控制場址,銅;鋅,-無資料-,121.24932563542,25.019530906544
(H00064)桃園縣蘆竹鄉中興段671地號,農地,,桃園市蘆竹區中興段671地號,"2,087平方公尺",公告解除控制場址,銅,-無資料-,121.24952237893,25.018826368772
(H00065)桃園縣蘆竹鄉中興段673地號,農地,,桃園市蘆竹區中興段673地號,"1,520平方公尺",公告解除控制場址,銅:37.4(mg/Kg),-無資料-,121.24910695943,25.019188197536
(H00066)桃園縣蘆竹鄉中興段676地號,農地,,桃園市蘆竹區中興段676地號,520平方公尺,公告解除控制場址,銅,-無資料-,121.24910719627,25.019305565093
(H00067)桃園縣蘆竹鄉中興段672地號,農地,,桃園市蘆竹區中興段672地號,"1,907平方公尺",公告解除控制場址,銅:499.52(mg/Kg),-無資料-,121.24947322063,25.019016045655
(H00068)桃園縣蘆竹鄉中興段680地號,農地,,桃園市蘆竹區中興段680地號,"1,074平方公尺",公告解除控制場址,銅,-無資料-,121.24928625729,25.019657368825
(H00069)桃園縣蘆竹鄉中興段596地號,農地,,桃園市蘆竹區中興段596地號,904平方公尺,公告解除控制場址,銅:257.95(mg/Kg),-無資料-,121.25008894406,25.019710190632
(H00070)桃園縣蘆竹鄉中興段597地號,農地,,桃園市蘆竹區中興段597地號,617平方公尺,公告解除控制場址,銅:273.74(mg/Kg),-無資料-,121.24999018955,25.019872866168
(H00071)桃園縣蘆竹鄉中興段669地號,農地,,桃園市蘆竹區中興段669地號,"1,400平方公尺",公告解除控制場址,銅,-無資料-,121.24962076811,25.018483128044
(H00072)桃園縣蘆竹鄉中興段670地號,農地,,桃園市蘆竹區中興段670地號,"1,400平方公尺",公告解除控制場址,銅,-無資料-,121.24982942634,25.018771683335
(H00073)桃園縣蘆竹鄉中興段667地號(部分區域),農地,桃園市蘆竹區中興段667地號(部分區域),桃園市蘆竹區中興段667地號(部分區域),"1,691平方公尺",公告解除控制場址,銅:369.96(mg/Kg);鋅:152.99(mg/Kg),-無資料-,121.25014539386,25.018229453807
(H00074)桃園縣蘆竹鄉中興段731地號,農地,桃園市蘆竹區中興段731地號,桃園市蘆竹區中興段731地號,"1,639平方公尺",公告解除控制場址,銅,-無資料-,121.24930808755,25.01574807575
(H00075)桃園縣蘆竹鄉中興段732地號,農地,桃園市蘆竹區中興段732地號,桃園市蘆竹區中興段732地號,"1,870平方公尺",公告解除控制場址,銅,-無資料-,121.24798001051,25.015551673717
(H00076)桃園縣蘆竹鄉中興段732地號(原桃園縣蘆竹鄉中興段733地號),農地,桃園市蘆竹區中興段732地號(原桃園市蘆竹區中興段733地號),桃園市蘆竹區中興段732地號(原桃園市蘆竹區中興段733地號),"2,060平方公尺",公告解除控制場址,銅,-無資料-,121.24826765201,25.015704674993
(H00077)桃園縣蘆竹鄉中興段897地號,農地,桃園市蘆竹區中興段897地號,桃園市蘆竹區中興段897地號,"2,571平方公尺",公告解除控制場址,鉻:256.96(mg/Kg);銅:1730.44(mg/Kg),-無資料-,121.25210710495,25.013314741489
(H00078)桃園縣蘆竹鄉中興段898地號,農地,桃園市蘆竹區中興段898地號,桃園市蘆竹區中興段898地號,"1,834平方公尺",公告解除控制場址,銅:1790(mg/Kg),-無資料-,121.25203821073,25.01354056602
(H00079)桃園縣蘆竹鄉中興段875-1地號,農地,桃園市蘆竹區中興段875-1地號,桃園市蘆竹區中興段875-1地號,"1,473平方公尺",公告解除控制場址,鉻:250.44(mg/Kg);銅:1600(mg/Kg),-無資料-,121.25121416797,25.012711355814
(H00080)桃園縣蘆竹鄉中興段1204地號(原桃園縣蘆竹鄉中興段1206地號),農地,桃園市蘆竹區中興段1204地號(原桃園市蘆竹區中興段1206地號),桃園市蘆竹區中興段1204地號(原桃園市蘆竹區中興段1206地號),"2,080平方公尺",公告解除控制場址,銅,-無資料-,121.25230500582,25.008339805424
(H00081)桃園縣蘆竹鄉中興段1207地號,農地,桃園市蘆竹區中興段1207地號,桃園市蘆竹區中興段1207地號,783平方公尺,公告解除控制場址,銅:644.93(mg/Kg),-無資料-,121.25226583706,25.008565579761
(H00082)桃園縣蘆竹鄉中興段1208地號(部分區域),農地,桃園市蘆竹區中興段1208地號(部分區域),桃園市蘆竹區中興段1208地號(部分區域),77平方公尺,公告解除控制場址,銅:1030(mg/Kg),-無資料-,121.25215737106,25.008818556534
(H00083)桃園縣蘆竹鄉中興段1208-1地號(原桃園縣蘆竹鄉中興段1209地號),農地,桃園市蘆竹區中興段1208地號(原桃園市蘆竹區中興段1209地號),桃園市蘆竹區中興段1208地號(原桃園市蘆竹區中興段1209地號),"1,100平方公尺",公告解除控制場址,銅,-無資料-,121.25211775954,25.008827652004
(H00084)桃園縣蘆竹鄉中興段1239-1地號,農地,桃園市蘆竹區中興段1239-1地號,桃園市蘆竹區中興段1239-1地號,500平方公尺,公告解除控制場址,銅:307.96(mg/Kg),-無資料-,121.25069060477,25.008595328226
(H00085)桃園縣蘆竹鄉中興段663地號,農地,桃園市蘆竹區中興段663地號,桃園市蘆竹區中興段663地號,"1,970平方公尺",公告解除控制場址,銅:1080(mg/Kg),-無資料-,121.24993562084,25.017390174164
(H00086)桃園縣蘆竹鄉中興段662地號,農地,桃園市蘆竹區中興段662地號,桃園市蘆竹區中興段662地號,"1,654平方公尺",公告解除控制場址,銅:2000(mg/Kg),-無資料-,121.24996499804,25.017218586963
(H00087)桃園縣蘆竹鄉中興段661地號,農地,桃園市蘆竹區中興段661地號,桃園市蘆竹區中興段661地號,"1,000平方公尺",公告解除控制場址,銅:589.52(mg/Kg),-無資料-,121.25033127052,25.017055461253
(H00088)桃園縣全國加油站股份有限公司大溪加油站,加油站,桃園市大溪區員林路一段467號,桃園市大溪區埔頂段1089-4地號;桃園市大溪區隆德段八六五(部分)地號,800平方公尺,公告解除控制場址,苯:140(mg/Kg);甲苯:160(mg/Kg);乙苯:458(mg/Kg);總石油碳氫化合物:29700(mg/Kg),苯:0.1(mg/L),121.27375437428,24.89172747473
(H00089)桃園縣蘆竹鄉中興段36-3地號,農地,桃園市蘆竹區中興段36-3地號,桃園市蘆竹區中興段36-3地號,204平方公尺,公告解除控制場址,鎘:0.926(mg/Kg),-無資料-,121.25733535108,25.016574032604
(H00090)桃園縣蘆竹鄉中興段43-10地號(重劃後新地號蘆竹鄉大興段83-1、85、86、87、88地號),農地,桃園市蘆竹區中興段43-10地號(重劃後新地號蘆竹區大興段83-1、85、86、87、88地號),桃園市蘆竹區中興段43-10地號(重劃後新地號蘆竹區大興段83-1、85、86、87、88地號),771平方公尺,公告解除控制場址,鎘,-無資料-,121.26034537747,25.0156027644
(H00091)桃園縣蘆竹鄉中興段55地號(重劃後新地號蘆竹鄉大興段101地號),農地,桃園市蘆竹區中興段55地號(重劃後新地號蘆竹區大興段101地號),桃園市蘆竹區中興段55地號(重劃後新地號蘆竹區大興段101地號),330平方公尺,公告解除控制場址,鎘,-無資料-,121.26122572078,25.014906041074
(H00092)桃園縣蘆竹鄉中興段61-23地號,農地,桃園市蘆竹區中興段61-23地號,,"4,893平方公尺",公告解除控制場址,鎘,-無資料-,121.25971492394,25.012633554363
(H00093)桃園縣蘆竹鄉中興段62-2地號,農地,桃園市蘆竹區中興段62-2地號,桃園市蘆竹區中興段62-2地號,"1,991平方公尺",公告解除控制場址,鎘,-無資料-,121.26102307618,25.012784745185
(H00094)桃園縣蘆竹鄉中興段67地號,農地,桃園市蘆竹區中興段67地號,桃園市蘆竹區中興段67地號,"4,874平方公尺",公告解除控制場址,鎘,-無資料-,121.25365445392,25.014151742883
(H00095)桃園縣蘆竹鄉中興段69-5地號(現為新中段528地號),農地,桃園市蘆竹區中興段69-5地號,桃園市蘆竹區中興段69-5地號,"3,121平方公尺",公告解除控制場址,鎘:8.32(mg/Kg),-無資料-,121.25193036631,25.014100503952
(H00096)桃園縣蘆竹鄉中興段69-13地號,農地,桃園市蘆竹區中興段69-13地號,桃園市蘆竹區中興段69-13地號,"8,852平方公尺",公告解除控制場址,鎘,-無資料-,121.25353183285,25.012337261797
(H00097)桃園縣蘆竹鄉中興段69-15地號,農地,桃園市蘆竹區中興段69-15地號,桃園市蘆竹區中興段69-15地號,"1,829平方公尺",公告解除控制場址,鎘,-無資料-,121.25428619902,25.013004068715
(H00098)桃園縣蘆竹鄉中興段69-17地號,農地,桃園市蘆竹區中興段69-17地號,桃園市蘆竹區中興段69-17地號,65平方公尺,公告解除控制場址,鎘,-無資料-,121.25315424563,25.011805234703
(H00099)桃園縣蘆竹鄉中興段69-19地號,農地,桃園市蘆竹區中興段69-19地號,桃園市蘆竹區中興段69-19地號,92平方公尺,公告解除控制場址,鎘,-無資料-,121.25433471535,25.012507428713
(H00100)桃園縣蘆竹鄉中興段69-21地號,農地,桃園市蘆竹區中興段69-21地號,桃園市蘆竹區中興段69-21地號,109平方公尺,公告解除控制場址,鎘,-無資料-,121.25446370255,25.012597491152
(H00101)桃園縣蘆竹鄉中興段70-3地號(桃園縣蘆竹鄉中興段70-6地號),農地,桃園市蘆竹區中興段70-3地號(桃園市蘆竹區中興段70-6地號),桃園市蘆竹區中興段70-3地號(桃園市蘆竹區中興段70-6地號),394平方公尺,公告解除控制場址,鎘,-無資料-,121.2541065577,25.012372394098
(H00102)桃園縣蘆竹鄉中興段99-10地號(桃園縣蘆竹鄉中興段99-32地號),農地,桃園市蘆竹區中興段99-10地號(桃園市蘆竹區中興段99-32地號),桃園市蘆竹區中興段99-10地號(桃園市蘆竹區中興段99-32地號),160平方公尺,公告解除控制場址,鎘,-無資料-,121.2516851052,25.010435424813
(H00103)桃園縣蘆竹鄉中興段99-13地號(德林段127地號),農地,桃園市蘆竹區中興段99-13地號(德林段127地號),桃園市蘆竹區中興段99-13地號(德林段127地號),293平方公尺,公告解除控制場址,鎘:5.77(mg/Kg),-無資料-,121.25125883887,25.010318777515
(H00104)桃園縣蘆竹鄉中興段102-5地號(現為德林段148地號),農地,桃園市蘆竹區中興段102-5地號(現為德林段148地號),桃園市蘆竹區中興段102-5地號(現為德林段148地號),725平方公尺,公告解除控制場址,鎘,-無資料-,121.24995013918,25.009878595354
(H00105)桃園縣蘆竹鄉中興段103地號(改為德林段126地號),農地,桃園市蘆竹區中興段103地號,桃園市蘆竹區中興段103地號,"10,637平方公尺",公告解除控制場址,鎘:2.27(mg/Kg),-無資料-,121.25038775648,25.010708464152
(H00106)桃園縣蘆竹鄉中興段116-1地號(現為德林段200地號),農地,桃園市蘆竹區中興段116-1地號(現為德林段200地號),桃園市蘆竹區中興段116-1地號(現為德林段200地號),"1,851平方公尺",公告解除控制場址,鎘,-無資料-,121.24984969354,25.009201640466
(H00107)桃園縣蘆竹鄉中興段116-2地號(現為德林段244地號),農地,桃園市蘆竹區中興段116-2地號(現為德林段244地號),桃園市蘆竹區中興段116-2地號(現為德林段244地號),"3,449平方公尺",公告解除控制場址,鎘,-無資料-,121.24953175907,25.008759786737
(H00108)桃園縣蘆竹鄉中興段131-6地號,農地,,桃園市蘆竹區中興段131-6地號,"10,852平方公尺",公告解除控制場址,鎘,-無資料-,121.25169771786,25.01176256546
(H00109)桃園縣蘆竹鄉中興段131-7地號(現為德林段60地號),農地,,桃園市蘆竹區中興段131-7地號(現為德林段60地號),"7,461平方公尺",公告解除控制場址,鎘,-無資料-,121.25202620213,25.012511358988
