場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(F10012)南海製革廠股份有限公司,工廠,新北市樹林區俊安街53巷1號,新北市樹林區圳岸腳段一六九地號;新北市樹林區圳岸腳段一六九之一二地號;新北市樹林區圳岸腳段一六九之一三地號;新北市樹林區圳岸腳段一八六地號,"7,602平方公尺",公告解除控制場址,鉻:3440(mg/Kg);銅:1490(mg/Kg);鎳:507(mg/Kg),-無資料-,121.41859572154,25.012551075656
(F10013)昇易加油站實業有限公司五股昇易加油站,加油站,新北市五股區新五路二段129號,新北市五股區德音段七地號,694平方公尺,公告解除控制場址,苯:72.7(mg/Kg);二甲苯:774(mg/Kg);總石油碳氫化合物:3040(mg/Kg),-無資料-,121.43768128219,25.077697482485
(F10020)新亞電器股份有限公司新莊廠,工廠,新北市新莊區中正路564號,新北市新莊區安泰段六五二地號;新北市新莊區安泰段六五四(部分)地號,"21,043平方公尺",公告解除控制場址,鎘:32.8(mg/Kg);銅:1670(mg/Kg);汞:28.6(mg/Kg),-無資料-,121.4261255637,25.03263547701
(F10021)原台灣鹼業股份有限公司(部分廠址),工廠,新北市樹林區東順街九八號,新北市樹林區東山段五四○地號;新北市樹林區東山段五四一地號;新北市樹林區東山段五四三地號;新北市樹林區味王段四八九地號,"17,684平方公尺",公告為控制場址,鉻:392(mg/Kg);汞:330(mg/Kg),-無資料-,121.4068437487,24.97601028235
(F10022)臺北縣樹林市東山段539地號,工廠,新北市樹林區東順街九四號,新北市樹林區東山段五三九地號,"1,973平方公尺",公告為整治場址,鉻:19500(mg/Kg);鉛:39900(mg/Kg);鋅:21600(mg/Kg),-無資料-,121.40776324898,24.975511212057
(F10026)新北市三重區頂崁段864地號土地(國泰樹脂工業股份有限公司三重廠),工廠,新北市三重區光復路二段87巷31弄20號,新北市三重區頂崁段八六四地號,"2,628平方公尺",公告解除控制場址,總石油碳氫化合物:4530(mg/Kg),-無資料-,121.473416168,25.056759973335
(F10028)指南汽車客運股份有限公司自用加儲油設施安和站(部分場址),加油站,新北市新店區安業街4號,新北市新店區安和段一七地號;新北市新店區安和段一二之一地號,"1,583平方公尺",公告解除控制場址,總石油碳氫化合物:6231(mg/Kg),-無資料-,121.51579833057,24.978958899918
(F10029)新北市林口區嘉寶三段1608(部分)、1615(部分)等2筆地號,其他,新北市林口區嘉溪雅坑四九號鎮南宮後方約三○公尺,新北市林口區嘉寶三段一六○八(部分)地號;新北市林口區嘉寶三段一六一五(部分)地號,"1,738平方公尺",公告為控制場址,銅:5420(mg/Kg),-無資料-,121.31298660935,25.120833439727
(F10030)原禮樂煉銅廠,工廠,新北市瑞芳區南雅里哩咾路一號,新北市瑞芳區南子吝段哩咾小段一地號;新北市瑞芳區南子吝段哩咾小段二地號;新北市瑞芳區南子吝段哩咾小段二之一地號;新北市瑞芳區南子吝段哩咾小段五地號;新北市瑞芳區南子吝段哩咾小段八地號;新北市瑞芳區南子吝段哩咾小段九地號;新北市瑞芳區南子吝段哩咾小段一一地號;新北市瑞芳區南子吝段哩咾小段一一之一地號;新北市瑞芳區南子吝段哩咾小段一一之二地號;新北市瑞芳區南子吝段哩咾小段一一之三地號;新北市瑞芳區南子吝段哩咾小段一一之四地號;新北市瑞芳區南子吝段哩咾小段一二地號;新北市瑞芳區南子吝段哩咾小段二九地號;新北市瑞芳區南子吝段哩咾小段三○地號;新北市瑞芳區南子吝段哩咾小段三一地號;新北市瑞芳區南子吝段哩咾小段三二地號;新北市瑞芳區南子吝段哩咾小段三三地號;新北市瑞芳區南子吝段哩咾小段三四地號;新北市瑞芳區南子吝段哩咾小段三六之一地號;新北市瑞芳區南子吝段哩咾小段三六之二地號;新北市瑞芳區南子吝段哩咾小段三六之三地號;新北市瑞芳區南子吝段哩咾小段三六之四地號;新北市瑞芳區南子吝段哩咾小段三七地號;新北市瑞芳區南子吝段哩咾小段三七之一地號;新北市瑞芳區南子吝段哩咾小段三八地號;新北市瑞芳區南子吝段哩咾小段三九地號;新北市瑞芳區南子吝段哩咾小段四一之一地號;新北市瑞芳區南子吝段哩咾小段四三地號;新北市瑞芳區南子吝段哩咾小段四三之一地號;新北市瑞芳區南子吝段哩咾小段四三之二地號;新北市瑞芳區南子吝段哩咾小段四四地號;新北市瑞芳區南子吝段哩咾小段四五地號;新北市瑞芳區南子吝段哩咾小段四六地號;新北市瑞芳區南子吝段哩咾小段四六之六地號;新北市瑞芳區南子吝段南子吝小段七七之二地號;新北市瑞芳區南子吝段南子吝小段七七之一三地號;新北市瑞芳區南子吝段南子吝小段七七之一四地號;新北市瑞芳區南子吝段南子吝小段七七之六五地號;新北市瑞芳區南子吝段南子吝小段七七之六六地號;新北市瑞芳區南子吝段南子吝小段七七之六七地號;新北市瑞芳區南子吝段南子吝小段八二地號;新北市瑞芳區南子吝段南子吝小段八三地號;新北市瑞芳區南子吝段南子吝小段八三之一地號;新北市瑞芳區南子吝段南子吝小段八三之九地號,"788,624平方公尺",公告為整治場址,砷:2150(mg/Kg);鎘:273(mg/Kg);銅:151000(mg/Kg);鋅:3720(mg/Kg);汞:181(mg/Kg),-無資料-,121.87582655409,25.122900812064
(F10040)原丞輝有限公司,工廠,新北市八里區中華路二段二二五號一樓,新北市八里區小八里坌段舊城小段一八八(部分)地號,527平方公尺,公告解除控制場址,鉻:266(mg/Kg),-無資料-,121.40544205943,25.149138116376
(F10055)原台灣金屬鑛業股份有限公司及其所屬三條廢煙道地區(部分),工廠,新北市瑞芳區金瓜石金光路八號,新北市瑞芳區黃金段一○三地號;新北市瑞芳區黃金段一○五地號;新北市瑞芳區黃金段一○六地號;新北市瑞芳區黃金段一○七地號;新北市瑞芳區黃金段一○八地號;新北市瑞芳區黃金段一○九地號;新北市瑞芳區黃金段一一○地號;新北市瑞芳區黃金段一一一地號;新北市瑞芳區黃金段一一二地號;新北市瑞芳區黃金段一一三地號;新北市瑞芳區黃金段一一四地號;新北市瑞芳區黃金段一一五地號;新北市瑞芳區黃金段一一六地號;新北市瑞芳區黃金段一一七地號;新北市瑞芳區黃金段一一八地號;新北市瑞芳區黃金段一一九地號;新北市瑞芳區黃金段一二一地號;新北市瑞芳區黃金段一二二地號;新北市瑞芳區黃金段一二三地號;新北市瑞芳區黃金段一二四地號;新北市瑞芳區黃金段一二七地號;新北市瑞芳區黃金段一二八地號;新北市瑞芳區黃金段一二九地號;新北市瑞芳區黃金段三四一地號;新北市瑞芳區黃金段三四四地號;新北市瑞芳區黃金段三五○地號;新北市瑞芳區黃金段三二七地號;新北市瑞芳區黃金段三二八地號;新北市瑞芳區黃金段三三六地號,"299,620平方公尺",公告為整治場址,鎳:1400(mg/Kg);砷:20800(mg/Kg);銅:59600(mg/Kg);鉛:5340(mg/Kg);鋅:2260(mg/Kg);汞:73(mg/Kg),砷:4.37(mg/L),121.86449098435,25.119861873598
(F10057)原永豐化學工業股份有限公司新莊塑膠廠(部份廠址),工廠,新北市新莊區新樹路292號,新北市新莊區光華段六三八地號;新北市新莊區光華段六三三地號;新北市新莊區光華段六四一地號;新北市新莊區光華段六四二地號;新北市新莊區光華段六四七地號;新北市新莊區光華段六五三地號,"28,521平方公尺",公告解除控制場址,-無資料-,三氯乙烯:0.051(mg/L);氯乙烯:0.0664(mg/L),121.43223225595,25.007898652856
(F10058)原友力工業股份有限公司(部分廠址),工廠,新北市汐止區江北里江北路35之1號(整編後),新北市汐止區江北段七六六地號;新北市汐止區江北段七六六之一地號;新北市汐止區江北段八二一地號,"5,477平方公尺",公告解除控制場址,鋅:7390(mg/Kg);鉛:3670(mg/Kg),-無資料-,121.65249486648,25.07071543851
(F10059)臺北縣土城市員和段391、530、532、532-4地號-原台橡電子材料股份有限公司(部分廠址),工廠,新北市土城區中央路二段59號,新北市土城區員和段三九一地號;新北市土城區員和段五三○地號;新北市土城區員和段五三二地號;新北市土城區員和段五三二之四地號,"21,585平方公尺",公告解除控制場址,鉻:283(mg/Kg);總石油碳氫化合物:1130(mg/Kg),-無資料-,121.44274079972,24.979374692301
(F10060)厚生化學工業股份有限公司(部分廠址),工廠,新北市板橋區中山路一段279號,新北市板橋區光仁段二九二四地號;新北市板橋區光仁段二九二四之一地號;新北市板橋區光仁段二九二四之二地號;新北市板橋區光仁段二九二四之五地號;新北市板橋區光仁段二九二三地號;新北市板橋區光仁段二九二三之一地號;新北市板橋區光仁段二九二三之三地號;新北市板橋區光仁段二九二三之五地號;新北市板橋區光仁段二九二三之六地號;新北市板橋區光仁段二九二四之三地號;新北市板橋區光仁段二九二四之四地號,"16,153平方公尺",公告解除控制場址,砷:72.9(mg/Kg);總石油碳氫化合物:4070(mg/Kg),"順-1,2-二氯乙烯:0.72(mg/L);三氯乙烯:0.0726(mg/L)",121.46992566354,25.014681855894
(F10065)原順基工業有限公司,工廠,新北市新莊區青山路一段186之3號,新北市新莊區青山段一○九(一)地號;新北市新莊區青山段一○九(二)地號;新北市新莊區青山段一○九(三)地號,897平方公尺,公告為控制場址,鉻:2380(mg/Kg);銅:6150(mg/Kg);鎳:5600(mg/Kg),-無資料-,121.40096787673,25.030231752614
(F10066)台灣中油股份有限公司五股加油站,加油站,新北市五股區中興路四段21號,新北市五股區五股段九九九地號;新北市五股區五股段一○○一地號;新北市五股區五股段一○○二地號,"1,953平方公尺",公告解除控制場址,苯:56.4(mg/Kg);甲苯:1840(mg/Kg);二甲苯:2724(mg/Kg);乙苯:599(mg/Kg);總石油碳氫化合物:14200(mg/Kg),-無資料-,121.43889763302,25.082433650837
(F10067)台亞石油股份有限公司台亞汐止新台五一加油站,加油站,新北市汐止區新台五路一段115號,新北市汐止區昊天段九三七地號,543平方公尺,公告解除控制場址,-無資料-,苯:0.286(mg/L),121.65148570782,25.061700973042
