場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(I00114)下埤段408地號,農地,嘉義市下埤段408地號,嘉義市下埤段408地號,"1,834平方公尺",公告解除控制場址,鉻;鋅,-無資料-,120.41867335234,23.48898851995
(I00115)下埤段409地號,農地,嘉義市下埤段409地號,嘉義市下埤段409地號,"2,351平方公尺",公告解除控制場址,鉻;鋅,-無資料-,120.41833918357,23.489285258361
(I00150)下埤段325、326地號-坵塊057,農地,下埤段325、326地號-坵塊057,下埤段325、326地號,"1,350平方公尺",公告解除控制場址,鉻:276(mg/Kg),-無資料-,120.42050800022,23.490340801085
(I00161)下埤段403地號-坵塊066,農地,下埤段403地號-坵塊066,下埤段403地號-坵塊066,"3,423平方公尺",公告解除控制場址,砷:93.8(mg/Kg),-無資料-,120.42019152017,23.488831637895
(I00169)下埤段342-4地號-坵塊076,農地,下埤段342-4地號-坵塊076,下埤段342-4地號-坵塊076,963平方公尺,公告解除控制場址,砷:91(mg/Kg),-無資料-,120.41833236948,23.49083836784
(I00170)下埤段345、346地號-坵塊078,農地,下埤段345、346地號-坵塊078,下埤段345、346地號-坵塊078,"4,851平方公尺",公告解除控制場址,砷:94.9(mg/Kg),-無資料-,120.41800600333,23.491586627117
(I00195)下埤段329地號及部份326地號,農地,下埤段329地號及部份326地號,下埤段329地號及部份326地號,"1,426平方公尺",公告解除控制場址,砷,-無資料-,120.42047839295,23.490394870128
(I00210)遠東機械工業股份有限公司新厝廠,其他,嘉義市西區遠東街一○號,嘉義市嘉義市埤子頭段四二一之四八地號;嘉義市嘉義市埤子頭段四二三之二地號;嘉義市嘉義市埤子頭段四二三之七一地號;嘉義市嘉義市埤子頭段四二三之七二地號;嘉義市嘉義市埤子頭段四二四之一地號;嘉義市嘉義市埤子頭段四二四之四地號;嘉義市嘉義市埤子頭段四二四之一○地號;嘉義市嘉義市埤子頭段四二四之二○地號;嘉義市嘉義市埤子頭段四二四之二一地號;嘉義市嘉義市埤子頭段四二四之二二地號;嘉義市嘉義市埤子頭段四二四之二三地號;嘉義市嘉義市埤子頭段四二四之二四地號;嘉義市嘉義市埤子頭段四二四之二五地號;嘉義市嘉義市埤子頭段四二四之二六地號;嘉義市嘉義市埤子頭段四二六之三地號;嘉義市嘉義市埤子頭段四二六之四地號;嘉義市嘉義市埤子頭段四二七地號;嘉義市嘉義市埤子頭段四二七之二地號;嘉義市嘉義市埤子頭段四二七之一○地號;嘉義市嘉義市埤子頭段四二七之一一地號;嘉義市嘉義市埤子頭段四二七之一二地號;嘉義市嘉義市埤子頭段四二七之一三地號;嘉義市嘉義市埤子頭段四六一地號;嘉義市嘉義市埤子頭段四六一之六地號;嘉義市嘉義市埤子頭段四六三之五地號;嘉義市嘉義市埤子頭段四六三之二二地號;嘉義市嘉義市埤子頭段四六三之三七地號;嘉義市嘉義市埤子頭段四六三之三八地號;嘉義市嘉義市埤子頭段四六三之三九地號;嘉義市嘉義市埤子頭段四六三之四○地號,"19,046平方公尺",公告為整治場址,銅:788(mg/Kg);鉛:9090(mg/Kg);鎳:3620(mg/Kg);鉻:1840(mg/Kg),-無資料-,120.43879590871,23.488123170843
(I00236)新明利五金加工廠,工廠,嘉義市東區後湖里保順路一五○號,嘉義市東區同興段一二七之二地號;嘉義市東區同興段一二八之一地號;嘉義市東區同興段一二九之一地號;嘉義市東區同興段一三四地號,605平方公尺,公告為控制場址,鎳:1720(mg/Kg);鋅:3080(mg/Kg);鉻:331(mg/Kg),氟鹽:30.4(mg/L);鋅:114(mg/L);鎳:4.17(mg/L),120.45051975809,23.508166127408
(I00238)民烽有限公司,工廠,嘉義市東區保忠三街六二巷九○號,嘉義市東區遠東段一九三地號,331平方公尺,公告為整治場址,鉻:13500(mg/Kg);銅:1780(mg/Kg);鉛:11400(mg/Kg),鉻:36.7(mg/L),120.45237930748,23.513112013674
(I00250)台灣中油股份有限公司油品行銷事業部嘉義營業處嘉義供油中心,其他,嘉義市西區博愛路二段五二一號,嘉義市嘉義市車店段五一一地號;嘉義市嘉義市車店段五一一之四地號;嘉義市嘉義市車店段五二一之三地號;嘉義市嘉義市車店段五二二地號;嘉義市嘉義市車店段五二三地號;嘉義市嘉義市車店段五二五地號;嘉義市嘉義市車店段五二五之五地號;嘉義市嘉義市車店段五二五之一三地號;嘉義市嘉義市車店段五二五之一四地號;嘉義市嘉義市車店段五二六地號;嘉義市嘉義市車店段五二六之一地號;嘉義市嘉義市車店段五二六之六地號;嘉義市嘉義市車店段五二七地號;嘉義市嘉義市車店段五二七之一地號;嘉義市嘉義市車店段五二七之三地號;嘉義市嘉義市車店段五二九地號;嘉義市嘉義市車店段五二九之七地號;嘉義市嘉義市車店段五二九之一一地號,"73,564平方公尺",公告為整治場址,苯:261(mg/Kg);二甲苯:1000(mg/Kg);總石油碳氫化合物:14400(mg/Kg),苯:1.32(mg/L);甲苯:12.7(mg/L);萘:0.588(mg/L);總石油碳氫化合物:84.2(mg/L),120.42861612317,23.467209101657
