場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(K10017)萬象製革廠股份有限公司,工廠,苗栗縣三義鄉廣盛村中正路66號,苗栗縣三義鄉中心段三一四地號;苗栗縣三義鄉中心段三一五地號;苗栗縣三義鄉中心段三一六地號;苗栗縣三義鄉中心段四五五地號,"5,115平方公尺",公告解除整治場址,鉻:5180(mg/Kg),-無資料-,120.77232547666,24.415673564701
(K10020)國泰塑膠工業股份有限公司竹南廠,工廠,苗栗縣竹南鎮國泰路22號,竹南鎮鹽館前段大厝小段154-2、154-3地號,"12,581平方公尺",公告解除控制場址,汞:27900(mg/Kg),汞:0.578(mg/L),120.88024793049,24.689292093768
(K10021)苗栗縣竹南鎮鹽館前段大厝小段154地號土地,其他,苗栗縣竹南鎮國泰路二二號,苗栗縣竹南鎮鹽館前段大厝小段一五四地號,"73,662平方公尺",公告廢止,-無資料-,氯乙烯:0.473(mg/L),120.87840177913,24.677237226003
(K10022)苗栗縣頭份市永貞段91-2地號土地,工廠,,苗栗縣頭份市永貞段九一之二地號,166平方公尺,公告地下水受污染使用限制地區及限制事項,-無資料-,三氯乙烯:0.0609(mg/L),120.88534399288,24.681910554003
(K10028)華夏海灣塑膠股份有限公司頭份廠,工廠,苗栗縣頭份鎮田寮里民族路571號,苗栗縣頭份鎮華夏段198、214地號,"166,625平方公尺",公告解除整治場址,-無資料-,氯乙烯:0.586(mg/L),120.88979861184,24.684153020239
(K10031)苑裡鎮新復東段633地號農地坵塊,農地,苑裡鎮新復東段633地號農地坵塊,苑裡鎮新復東段633地號農地坵塊,189平方公尺,公告解除控制場址,鎳:304(mg/Kg),-無資料-,120.65650997268,24.409098670494
(K10033)苑裡鎮新復東段634地號農地坵塊,農地,苑裡鎮新復東段634地號農地坵塊,苑裡鎮新復東段634地號農地坵塊,189平方公尺,公告解除控制場址,鎳:304(mg/Kg),-無資料-,120.65653027904,24.408882020893
(K10034)苑裡鎮新復東段635地號農地坵塊,農地,苑裡鎮新復東段635地號農地坵塊,苑裡鎮新復東段635地號農地坵塊,189平方公尺,公告解除控制場址,鎳:304(mg/Kg),-無資料-,120.65619467069,24.409016693987
(K10035)苑裡鎮新復東段636地號農地坵塊,農地,苑裡鎮新復東段636地號農地坵塊,苑裡鎮新復東段636地號農地坵塊,189平方公尺,公告解除控制場址,鎳:304(mg/Kg),-無資料-,120.65650997268,24.409098670494
(K10036)苑裡鎮新復東段659地號農地坵塊,農地,苑裡鎮新復東段659地號農地坵塊,苑裡鎮新復東段659地號農地坵塊,690平方公尺,公告解除控制場址,鎳:241(mg/Kg),-無資料-,120.65571365802,24.408230079195
(K10037)苑裡鎮新復東段660地號農地坵塊,農地,苑裡鎮新復東段660地號農地坵塊,苑裡鎮新復東段660地號農地坵塊,740平方公尺,公告解除控制場址,鎳:241(mg/Kg),-無資料-,120.65650997268,24.409098670494
(K10038)苑裡鎮新復東段661地號農地坵塊,農地,苑裡鎮新復東段661地號農地坵塊,苑裡鎮新復東段661地號農地坵塊,813平方公尺,公告解除控制場址,鎳:241(mg/Kg),-無資料-,120.65650997268,24.409098670494
(K10051)苗栗縣頭份市蘆竹湳段蘆竹湳小段645-14地號土地,其他,,苗栗縣頭份市蘆竹湳段蘆竹湳小段六四五之一四地號,"2,075平方公尺",公告為控制場址,-無資料-,四氯乙烯:0.1254(mg/L);三氯乙烯:0.0775(mg/L);氯乙烯:0.562(mg/L),120.88286900813,24.676247612683
(K10052)苗栗縣頭份市永貞段1182地號土地,其他,,苗栗縣頭份市永貞段一一八二地號,"1,075平方公尺",公告為控制場址,-無資料-,苯:0.0785(mg/L);三氯乙烯:0.0744(mg/L),120.88173951199,24.679479023371
(K10053)苗栗縣頭份市永貞段489地號土地,其他,,苗栗縣頭份市永貞段四八九地號,"1,047平方公尺",公告為控制場址,-無資料-,氯乙烯:0.0227(mg/L),120.88445471008,24.681846671106
(K10086)竹南鎮龍鳳東段1050地號土地,其他,,苗栗縣竹南鎮龍鳳東段一○五○地號,"8,929平方公尺",公告為控制場址,-無資料-,"順-1,2-二氯乙烯:0.722(mg/L);三氯乙烯:0.133(mg/L)",120.87892826626,24.694816625182
(K10087)苑裡鎮新復東段287地號部份農地坵塊,農地,苑裡鎮新復東段287地號部份農地坵塊,苑裡鎮新復東段287地號部份農地坵塊,861平方公尺,公告解除控制場址,鎳:286(mg/Kg),-無資料-,120.65587535543,24.410415461227
(K10088)苑裡鎮新復東段288地號部份農地坵塊,農地,苑裡鎮新復東段288地號部份農地坵塊,苑裡鎮新復東段288地號部份農地坵塊,"1,381平方公尺",公告解除控制場址,鎳:223(mg/Kg),-無資料-,120.65587462119,24.410686329074
(K10089)苑裡鎮新復東段290地號部份農地坵塊,農地,苑裡鎮290地號部份農地坵塊,苑裡鎮290地號部份農地坵塊,707平方公尺,公告解除控制場址,鎳:491(mg/Kg),-無資料-,120.65545063317,24.410685364779
(K10090)苑裡鎮新復東段436地號部份農地坵塊,農地,苑裡鎮新復東段436地號部份農地坵塊,苑裡鎮新復東段436地號部份農地坵塊,"1,151平方公尺",公告解除控制場址,鎳:216(mg/Kg),-無資料-,120.65489032071,24.410052059772
(K10091)苑裡鎮新復東段434地號部份農地坵塊,農地,苑裡鎮新復東段434地號部份農地坵塊,苑裡鎮新復東段434地號部份農地坵塊,"1,096平方公尺",公告解除控制場址,鎳:221(mg/Kg),-無資料-,120.6546142369,24.410051430215
(K10092)頭份鎮華夏段325地號部份農地坵塊,農地,頭份鎮華夏段325地號部份農地坵塊,頭份鎮華夏段325地號部份農地坵塊,860平方公尺,公告解除控制場址,汞:9.73(mg/Kg),-無資料-,120.88727856384,24.68437686845
(K10093)頭份鎮華夏段326地號部份農地坵塊,農地,頭份鎮華夏段326地號部份農地坵塊,頭份鎮華夏段326地號部份農地坵塊,"1,557平方公尺",公告解除控制場址,汞:5.19(mg/Kg),-無資料-,120.88719938788,24.684512240279
(K10094)苑裡鎮新復東段435地號農地坵塊,農地,,苑裡鎮新復東段435地號部份農地坵塊,"1,126平方公尺",公告解除控制場址,鎳:221(mg/Kg),-無資料-,120.65472269839,24.410051677601
(K10095)苑裡鎮新復東段437地號農地坵塊,農地,,苗栗縣苑裡鎮新復東段四三七地號,"1,381平方公尺",公告解除控制場址,鎳:216(mg/Kg),-無資料-,120.65489081159,24.409871481213
(K10096)苑裡鎮新復東段289地號部份農地坵塊,農地,苑裡鎮新復東段289地號部份農地坵塊,苑裡鎮新復東段289地號部份農地坵塊,727平方公尺,公告解除控制場址,鎳:223(mg/Kg),-無資料-,120.65557881559,24.410685656435
(K10097)苗栗交流道加油站土壤污染控制場址,加油站,苗栗縣公館鄉五穀村五穀201號,苗栗縣公館鄉新岡段九五○、六○八之三地號,"5,140平方公尺",公告解除控制場址,總石油碳氫化合物,-無資料-,120.82085865468,24.521134220375
(K10098)國泰塑膠工業股份有限公司竹南廠南側廠區,工廠,苗栗縣竹南鎮國泰路二二號,苗栗縣竹南鎮鹽館前段山子坪小段二七八之三地號,"42,265平方公尺",公告解除控制場址,汞:37.7(mg/Kg),-無資料-,120.87694093036,24.675637945659
(K10099)苑裡鎮新復東段291地號部份農地坵塊,農地,苑裡鎮新復東段291地號部份農地坵塊,苑裡鎮新復東段291地號部份農地坵塊,717平方公尺,公告解除控制場址,鎳:491(mg/Kg),-無資料-,120.66341302576,24.40873495606
(K10111)長安興業有限公司,工廠,三義鄉拐子湖段815-45地號,三義鄉拐子湖段815-45地號,"3,471平方公尺",公告解除控制場址,砷:74.2(mg/Kg);鉻:798(mg/Kg);鎳:464(mg/Kg),-無資料-,120.74298887513,24.372323269507
(K10112)公館鄉五谷岡段1167地號(阡鴻實業股份有限公司),農地,公館鄉五谷岡段1167地號,公館鄉五谷岡段1167地號,900平方公尺,公告解除控制場址,銅:445(mg/Kg);鎳:272(mg/Kg),-無資料-,120.82533574392,24.516462480846
(K10113)卓蘭鎮水廠段798地號,農地,卓蘭鎮水廠段798地號,卓蘭鎮水廠段798地號,"1,955平方公尺",公告解除控制場址,銅:341(mg/Kg),-無資料-,120.83163328955,24.299781015789
(K10114)頭份鎮華夏段294地號,農地,頭份鎮華夏段294地號,頭份鎮華夏段294地號,682平方公尺,公告解除控制場址,銅:318(mg/Kg),-無資料-,120.88596460158,24.684032783736
(K10115)竹南鎮海口段海口小段1299地號,農地,竹南鎮海口段海口小段1299地號,竹南鎮海口段海口小段1299地號,"3,579平方公尺",公告解除控制場址,鋅:932(mg/Kg),-無資料-,120.84576573341,24.675970318014
(K10116)苑裡鎮新復東段648地號,農地,苑裡鎮新復東段648地號,苑裡鎮新復東段648地號,788平方公尺,公告解除控制場址,鎳:329(mg/Kg),-無資料-,120.65665933867,24.408557270094
(K10117)頭份鎮永貞段1204地號,農地,頭份鎮永貞段1204地號,頭份鎮永貞段1204地號,"3,027平方公尺",公告解除控制場址,銅:259(mg/Kg),-無資料-,120.88188882126,24.678323459852
(K10120)虹銘股份有限公司,工廠,苗栗縣竹南鎮環市路三段五六一號,苗栗縣竹南鎮公義段二五一地號,"2,717平方公尺",公告為整治場址,"順-1,2-二氯乙烯:145(mg/Kg);三氯乙烯:93.2(mg/Kg)","順-1,2-二氯乙烯:45.6(mg/L);三氯乙烯:23(mg/L);氯乙烯:3.1(mg/L)",120.88307949904,24.694233047883
(K10128)頭份市光華段1455地號土地(力有興業股份有限公司),工廠,苗栗縣頭份市後庄里永貞路三段九巷五號,苗栗縣頭份市光華段一四五五地號,813平方公尺,公告為控制場址,-無資料-,"順-1,2-二氯乙烯:1.24(mg/L);三氯乙烯:0.0767(mg/L)",120.88476905608,24.694622590152
(K10131)星憶金屬工業有限公司,工廠,,苗栗縣後龍鎮苦苓腳段四二八九地號,"1,860平方公尺",公告為控制場址,鉻:967(mg/Kg);銅:909(mg/Kg);鉛:3680(mg/Kg);鋅:26600(mg/Kg),-無資料-,120.81097488702,24.629730348129
(K10132)後龍鎮苦苓腳段4266地號,農地,後龍鎮苦苓腳段4266地號,後龍鎮苦苓腳段4266地號,"1,185平方公尺",公告解除控制場址,總石油碳氫化合物:3210(mg/Kg),-無資料-,120.81064827896,24.630163319551
(K10133)後龍鎮苦苓腳段4266-1地號,農地,後龍鎮苦苓腳段4266-1地號,後龍鎮苦苓腳段4266-1地號,462平方公尺,公告解除控制場址,總石油碳氫化合物:1490(mg/Kg),-無資料-,120.81050008983,24.630181190505
(K10134)後龍鎮苦苓腳段4265地號,農地,後龍鎮苦苓腳段4265地號,後龍鎮苦苓腳段4265地號,"1,840平方公尺",公告解除控制場址,總石油碳氫化合物:3210(mg/Kg),-無資料-,120.81036142387,24.630433822027
(K10135)後龍鎮苦苓腳段4247-2地號,農地,後龍鎮苦苓腳段4247-2地號,後龍鎮苦苓腳段4247-2地號,260平方公尺,公告解除控制場址,總石油碳氫化合物:3210(mg/Kg),-無資料-,120.81064827896,24.630163319551
(K10137)三義鄉雙草湖段582地號土地,非法棄置場址,,苗栗縣三義鄉雙草湖段五八二地號,"3,375平方公尺",公告為控制場址,鉻:519(mg/Kg),-無資料-,120.77114401314,24.420132126611
(K10141)苗栗縣竹南鎮廣源段1575地號,其他,苗栗縣竹南鎮廣源段1575地號,苗栗縣竹南鎮廣源段1575地號,"8,555平方公尺",公告撤銷,-無資料-,三氯乙烯:0.0995(mg/L),120.9071367108,24.716722368821
(K10142)竹南鎮龍鳳東段1081地號土地,其他,,苗栗縣竹南鎮龍鳳東段一○八一地號,382平方公尺,公告為控制場址,-無資料-,"順-1,2-二氯乙烯:1.47(mg/L);三氯乙烯:0.152(mg/L)",120.87948322803,24.693218984906
(K10144)苗栗縣大湖鄉富興段230-1地號,其他,苗栗縣大湖鄉富興段230-1地號,苗栗縣大湖鄉富興段230-1地號,"2,814平方公尺",公告解除控制場址,鉻:1160(mg/Kg);鋅:4420(mg/Kg),-無資料-,120.86724072392,24.428959962574
(K10156)苗栗縣苑裡鎮新復東段687地號,農地,苑裡鎮新復東段687地號,苗栗縣苑裡鎮新復東段687地號,"1,892平方公尺",公告解除控制場址,鎳:258(mg/Kg),-無資料-,120.65706584323,24.407727524498
(K10157)苗栗縣頭份市華夏段307地號,農地,苗栗縣頭份市華夏段三○七地號,苗栗縣頭份市華夏段三○七地號,239平方公尺,公告解除控制場址,銅:658(mg/Kg),-無資料-,120.88577658536,24.684321560911
(K10161)苗栗縣竹南鎮新崎頂段二○九五地號,農地,苗栗縣竹南鎮新崎頂段二○九五地號,苗栗縣竹南鎮新崎頂段二○九五地號,"2,344平方公尺",公告解除控制場址,砷:64(mg/Kg),-無資料-,120.8640943962,24.704022260581
(K10162)苗栗縣竹南鎮新崎頂段二○四八地號,農地,苗栗縣竹南鎮新崎頂段二○四八地號,苗栗縣竹南鎮新崎頂段二○四八地號,"1,029平方公尺",公告解除控制場址,砷:77.6(mg/Kg);銅:244(mg/Kg),-無資料-,120.86448985533,24.703905244784
(K10175)苗栗縣苑裡鎮新復東段440-1地號,農地,苗栗縣苑裡鎮新復里新復二○號,苗栗縣苑裡鎮新復東段四四○之一地號,225平方公尺,公告解除控制場址,鎳:210(mg/Kg),-無資料-,120.65530410324,24.41017940816
(K10188)苗栗縣竹南鎮大同段430地號,其他,苗栗縣竹南鎮大同段四三○地號,苗栗縣竹南鎮大同段四三○地號,131平方公尺,公告廢止,-無資料-,三氯乙烯:2.61(mg/L),120.90777017884,24.71553999755
(K10213)苗栗縣竹南鎮公義段308地號,其他,苗栗縣竹南鎮公義段三○八地號,苗栗縣竹南鎮公義段三○八地號,"1,499平方公尺",公告廢止,-無資料-,"順-1,2-二氯乙烯:1.42(mg/L);三氯乙烯:2.88(mg/L);氯乙烯:0.018(mg/L)",120.88318847631,24.693944213044
(K10214)苗栗縣竹南鎮公義段304地號,其他,苗栗縣竹南鎮公義段三○四地號,苗栗縣竹南鎮公義段三○四地號,"1,221平方公尺",公告廢止,-無資料-,"順-1,2-二氯乙烯:0.689(mg/L);三氯乙烯:1.38(mg/L);氯乙烯:0.0102(mg/L)",120.88181495999,24.693780620644
(K10239)晁豐實業有限公司竹南廠,工廠,苗栗縣竹南鎮公館里公館仔七一號,苗栗縣竹南鎮公館子段四二二地號;苗栗縣竹南鎮公館子段四二二之一地號;苗栗縣竹南鎮公館子段四二二之二地號;苗栗縣竹南鎮公館子段四二二之三地號,"7,129平方公尺",公告解除控制場址,銅:10500(mg/Kg);鎳:260(mg/Kg),-無資料-,120.87429381728,24.664765118344
(K10241)苗栗縣竹南鎮廣源段1575地號,其他,苗栗縣竹南鎮山佳里照南一八號,苗栗縣竹南鎮廣源段一五七五地號,"8,555平方公尺",公告廢止,-無資料-,三氯乙烯:0.0995(mg/L),120.9071367108,24.716722368821
(K10242)台灣保來得股份有限公司第一、二、三廠,工廠,苗栗縣竹南鎮大埔里中埔三、二○、一號,苗栗縣竹南鎮大同段四○六地號;苗栗縣竹南鎮大同段四○七地號;苗栗縣竹南鎮廣源段一五八四地號;苗栗縣竹南鎮廣源段一五八五地號;苗栗縣竹南鎮大同段四一三地號;苗栗縣竹南鎮大同段四一四地號;苗栗縣竹南鎮大同段四一五地號;苗栗縣竹南鎮大同段四一六地號;苗栗縣竹南鎮大同段四一九地號;苗栗縣竹南鎮大同段四二○地號;苗栗縣竹南鎮大同段四二一地號;苗栗縣竹南鎮大同段四二四地號;苗栗縣竹南鎮大同段四二八地號;苗栗縣竹南鎮大同段四二九地號;苗栗縣竹南鎮大同段四○九地號;苗栗縣竹南鎮大同段四三三地號;苗栗縣竹南鎮大同段五三五地號;苗栗縣竹南鎮大同段四○八地號;苗栗縣竹南鎮大同段四二二地號;苗栗縣竹南鎮大同段四二三地號;苗栗縣竹南鎮大同段四二七地號;苗栗縣竹南鎮大同段四四五地號,"31,748平方公尺",公告為整治場址,-無資料-,三氯乙烯:7.29(mg/L),120.90721645464,24.715819546379
(K10243)苗栗縣竹南鎮新崎頂段2026地號,農地,,苗栗縣竹南鎮新崎頂段二○二六地號,"2,214平方公尺",公告解除控制場址,砷:3700(mg/Kg);鉻:346(mg/Kg);銅:808(mg/Kg);鉛:13700(mg/Kg),-無資料-,120.86637791139,24.703581903693
(K10244)苗栗縣竹南鎮新崎頂段2030、2031及2032等3筆地號(部分範圍)土地,農地,,苗栗縣竹南鎮新崎頂段二○三○地號;苗栗縣竹南鎮新崎頂段二○三一地號;苗栗縣竹南鎮新崎頂段二○三二地號,"1,643平方公尺",公告解除控制場址,銅:384(mg/Kg),-無資料-,120.86572570274,24.703500063036
(K10245)苗栗縣竹南鎮新崎頂段2029、2030、2031及2032等4筆地號(部分範圍)土地,農地,,苗栗縣竹南鎮新崎頂段二○二九地號;苗栗縣竹南鎮新崎頂段二○三○地號;苗栗縣竹南鎮新崎頂段二○三一地號;苗栗縣竹南鎮新崎頂段二○三二地號,"2,620平方公尺",公告解除控制場址,砷:69.1(mg/Kg);銅:318(mg/Kg),-無資料-,120.86593317394,24.703572478321
(K10246)苗栗縣竹南鎮新崎頂段2045地號,農地,,苗栗縣竹南鎮新崎頂段二○四五地號,"1,621平方公尺",公告解除控制場址,銅:303(mg/Kg),-無資料-,120.86484565392,24.70390556564
(K10249)苗栗縣竹南鎮廣源段1357、1362、1363及1367地號,農地,,苗栗縣竹南鎮廣源段一三五七地號;苗栗縣竹南鎮廣源段一三六二地號;苗栗縣竹南鎮廣源段一三六三地號;苗栗縣竹南鎮廣源段一三六七地號,"2,234平方公尺",公告解除控制場址,鎳:281(mg/Kg),-無資料-,120.90558921935,24.724061746246
(K10255)萬象製革廠股份有限公司,工廠,,苗栗縣三義鄉五穀段一地號;苗栗縣三義鄉五穀段三地號;苗栗縣三義鄉五穀段一一地號,"10,817平方公尺",公告為控制場址,鉻:601(mg/Kg),-無資料-,120.77242782414,24.419086694386
(K10262)台灣中油股份有限公司探採事業部注儲工程處氮氣工廠,其他,苗栗縣通霄鎮坪頂里一五鄰一四六號,苗栗縣通霄鎮下坪段九三四(部分)地號,294平方公尺,公告解除控制場址,總石油碳氫化合物:1890(mg/Kg),-無資料-,120.70810852379,24.447480837971
(K10263)台灣中油股份有限公司探採事業部採油工程處鐵砧山礦場,其他,苗栗縣通霄鎮坪頂里一五鄰一四六號,苗栗縣通霄鎮下坪段九三四(部分)地號,"1,669平方公尺",公告解除整治場址,總石油碳氫化合物:1270(mg/Kg),苯:15.8(mg/L);甲苯:13.6(mg/L);萘:1.26(mg/L);總石油碳氫化合物:43.6(mg/L),120.70828192357,24.449277937424
(K10265)伍棋玻璃廠有限公司,工廠,苗栗縣竹南鎮青草四八號,苗栗縣竹南鎮新崎頂段二○二四地號,775平方公尺,公告為控制場址,砷:97.9(mg/Kg),-無資料-,120.86649599091,24.704069559907
(K10267)福誼企業股份有限公司造橋廠,工廠,苗栗縣造橋鄉龍昇村渡船頭二二之一號,苗栗縣造橋鄉新潭內段三一地號;苗栗縣造橋鄉新潭內段三二地號;苗栗縣造橋鄉新潭內段三三地號;苗栗縣造橋鄉新潭內段三四地號;苗栗縣造橋鄉新潭內段三五地號;苗栗縣造橋鄉新潭內段八四地號;苗栗縣造橋鄉新潭內段三十地號,"13,904平方公尺",公告為整治場址,鎳:712(mg/Kg),鉻:0.522(mg/L);鎳:9.29(mg/L);鉬:691(mg/L),120.83905431445,24.662248591337
(K10269)苗栗縣通霄鎮五里牌段隘口寮小段377-92、377-94地號,其他,苗栗縣通霄鎮五北里五北一二六之三號,苗栗縣通霄鎮五里牌段隘口寮小段三七七之九二、三七七之九四地號,"15,998平方公尺",公告解除控制場址,鎘:38.4(mg/Kg);銅:8400(mg/Kg);鋅:3350(mg/Kg);鎳:251(mg/Kg),-無資料-,120.68475732323,24.449555769904
(K10270)苗栗縣竹南鎮新山佳段1220、1228地號,工廠,苗栗縣竹南鎮公義路一一三號,苗栗縣竹南鎮新山佳段一二二○、一二二八地號,"1,505平方公尺",公告為控制場址,鋅:3950(mg/Kg),-無資料-,120.88097280303,24.696037139891
(K10271)康普材料科技股份有限公司頭份廠,工廠,苗栗縣頭份市中華路四四○號,苗栗縣頭份市蘆竹段二二三地號,"19,061平方公尺",公告為控制場址,鎳:1020(mg/Kg),鎳:20.5(mg/L),120.89357245514,24.673673351706
(K10275)苗栗縣頭份市永貞段1209地號土地,工廠,苗栗縣頭份市田寮里蘆竹路三○九巷二八號,苗栗縣頭份市永貞段一二○九地號,"1,302平方公尺",公告地下水受污染使用限制地區及限制事項,-無資料-,苯:0.531(mg/L);氯乙烯:13.1(mg/L),120.88217562452,24.678061851123
(K10277)苗栗縣三灣鄉北埔段105地號,非法棄置場址,,苗栗縣三灣鄉北埔段一○五地號,"1,129平方公尺",公告為控制場址,鉻:284(mg/Kg);鋅:2710(mg/Kg),鉛:0.312(mg/L);鋅:518(mg/L);鎳:1.14(mg/L),120.98015416158,24.64227147963
